uid,paper_uid,paper_title,decision,comment,title
-TjmqiTGTz,HJxMYANtPH,The Local Elasticity of Neural Networks,Accept (Poster),"This paper presents a new phenomenon referred to as the ""local elasticity of neural networks"". The main argument is that the SGD update for nonlinear network at a local input x does not change the predictions at a different input x' (see Fig. 2). This is then connected to similarity using nearest-neighbor and kernel methods. An algorithm is also presented.

The reviewers find the paper intriguing and believe that this could be interesting for the community. After the rebuttal period, one of the reviewers increased their score.

I do agree with the view of the reviewers, although I found that the paper's presentation can be improved. For example, Fig. 1 is not clear at all, and the related work section basically talks about many existing works but does not discuss why they are related to this work and how this work add value to this existing works. I found Fig. 2 very clear and informative. I hope that the authors could further improve the presentation. This should help in improving the impact of the paper.

With the reviewers score, I recommend to accept this paper, and encourage the authors to improve the presentation of the paper.",Paper Decision
aoyivhzi49,rklbKA4YDS,Gradient-Based Neural DAG Learning,Accept (Poster),"In this paper, the authors propose a novel approach for learning the structure of a directed acyclic graph from observational data that allows to flexibly model nonlinear relationships between variables using neural networks. While the reviewers initially had concerns with respect to the positioning of the paper and various questions regarding theoretical results and experiments, these concerns have been addressed satisfactorily during the discussion period.  The paper is now acceptable for publication in ICLR-2020. ",Paper Decision
tstH_r8GK,BylWYC4KwH,On Concept-Based Explanations in Deep Neural Networks,Reject,"This paper introduces an unsupervised concept learning and explanation algorithm, as well as a concept of ""completeness"" for evaluating representations in an unsupervised way.

There are several valuable contributions here, and the paper improved substantially after the rebuttal.  It would not be unreasonable to accept this paper.  But after extensive post-review discussion, we decided that the completeness idea was the most valuable contribution, but that it was insufficiently investigated.

To quote R3, who I agree with: "" I think the paper could be strengthened considerably with a rewrite that focuses first on a shortcoming of existing methods in finding complete solutions. I also think their explanations for why PCA is not complete are somewhat speculative and I expect that studying the completeness of activation spaces in invertible networks would lead to some relevant insights""

",Paper Decision
nJ0UtpCVh1,rklxF0NtDr,Policy Message Passing: A New Algorithm for Probabilistic Graph Inference,Reject,"This paper was reviewed by 3 experts, who recommend Weak Reject, Weak Reject, and Reject. The reviewers were overall supportive of the work presented in the paper and felt it would have merit for eventual publication. However, the reviewers identified a number of serious concerns about writing quality, missing technical details, experiments, and missing connections to related work. In light of these reviews, and the fact that the authors have not submitted a response to reviews, we are not able to accept the paper. However given the supportive nature of the reviews, we hope the authors will work to polish the paper and submit to another venue.",Paper Decision
icjZna-df,rJleFREKDr,Learning to Control Latent Representations for Few-Shot Learning of Named Entities,Reject,"This work proposes to use policy-gradient RL to learn to read and write actions over memory locations using as reward the entropy reduction of memory location distribution. The authors perform experiments on NER in Stanford Dialogue task, that are framed though as few-shot learning. The reviewers have pointed out shortcomings of the paper with regards to its novelty, narrow contribution in combination thin experimental setup (the authors only look into one dataset and one task with minimal comparison to previous work and no ablation studies as to understand the behaviour of the model) and clarity (method description seems to be lacking some crucial components of the model). As such, I cannot recommend acceptance but I hope the authors will use the reviewers comments to transform this into a strong submission for a later conference.",Paper Decision
dXXMlZYieV,S1xJFREKvB,Amortized Nesterov's Momentum: Robust and Lightweight  Momentum for Deep Learning,Reject,"This paper introduces a variant of Nesterov momentum which saves computation by only periodically recomputing certain quantities, and which is claimed to be more robust in the stochastic setting. The method seems easy to use, so there's probably no harm in trying it. However, the reviewers and I don't find the benefits persuasive. While there is theoretical analysis, its role is to show that the algorithm maintains the convergence properties while having other benefits. However, the computations saved by amortization seem like a small fraction of the total cost, and I'm having trouble seeing how the increased ""robustness"" is justified. (It's possible I missed something, but clarity of exposition is another area the paper could use some improvement in.) Overall, this submission seems promising, but probably needs to be cleaned up before publication at ICLR.
",Paper Decision
xACNwEN81N,SyeyF0VtDr,Recurrent Event Network : Global Structure Inference Over Temporal Knowledge Graph,Reject,"The paper proposes a recurrent and autorgressive architecture to model temporal knowledge graphs and perform multi-time-step inference in the form of future link prediction. However, the reviewers feel that the papers are more of a straight application of current techniques. Furthermore, a better presentation of the experimental section will also help improve the paper.  ",Paper Decision
zKmocj4bdN,BylA_C4tPr,Composition-based Multi-Relational Graph Convolutional Networks,Accept (Poster),"This paper proposes and evaluates a formulation of graph convolutional networks for multi-relation graphs. The paper was reviewed by three experts working in this area and received three Weak Accept decisions. The reviewers identified some concerns, including novelty with respect to existing work and specific details of the experimental setup and results that were not clear. The authors have addressed most of these concerns in their response, including adding a table that explicitly explains the contribution with respect to existing work and clarifying the missing details. Given the unanimous Weak Accept decision, the ACs also recommend Accept as a poster.",Paper Decision
8uFQZhbNxq,HJe6uANtwH,Capsules with Inverted Dot-Product Attention Routing,Accept (Poster),"This work presents a routing algorithm for capsule networks, and demonstrates empirical evaluation on CIFAR-10 and CIFAR-100. The results outperform existing capsule networks and are at-par with CNNs. Reviewers appreciated the novelty, introducing a new simpler routing mechanism, and achieving good performance on real world datasets. In particular, removing the squash function and experimenting with concurrent routing was highlighted as significant progress. There were some concerns (e.g. claiming novelty for inverted dot-product attention) and clarification questions (e.g. same learning rate schedule for all models). The authors provided a response and revised the submission , which addresses most of these concerns. At the end, majority of reviewers recommended accept. Alongside with them, I acknowledge the novelty of using layer norm and parallel execution, and recommend accept.
",Paper Decision
h3QgGdLjF,H1xauR4Kvr,The Discriminative Jackknife: Quantifying Uncertainty in Deep Learning via Higher-Order Influence Functions,Reject,"In this work, the authors develop a method for providing frequentist confidence intervals for a range of deep learning models with coverage guarantees.  While deep learning models are being used pervasively, providing reasonable uncertainty estimates from these models remains challenging and an important open problem.  Here, the authors argue that frequentist statistics can provide confidence intervals along with rigorous guarantees on their quality.  They develop a jack-knife based procedure for deep learning.  The reviews for this paper were all borderline, with two weak accepts and two weak rejects (one reviewer was added to provide an additional viewpoint).  The reviewers all thought that the proposed methodology seemed sensible and well motivated.  Among the cited issues, major topics of discussion were the close relation to related work (some of which is very recent, Giordano et al.) and that the reviewers felt the baselines were too weak (or weakly tuned).  The reviewers ultimately did not seem convinced enough by the author rebuttal to raise their scores during discussion and there was no reviewer really willing to champion the paper for acceptance.  Unfortunately, this paper falls below the bar for acceptance.  It seems clear that there is compelling work here and addressing the reviewer comments (relation to related work, i.e. Robbins, Giordano and stronger baselines) would make the paper much stronger for a future submission.",Paper Decision
zdtLaZneJO,BkxadR4KvS,Insights on Visual Representations for Embodied Navigation Tasks,Reject,"The general consensus amongst the reviewers is that this paper is not quite ready for publication, and needs to dig a little deeper in some areas.  Some reviewers thought the contributions are unclear, or unsupported.  I hope these reviews will help you as you work towards finding a home for this work.",Paper Decision
nFzLSbBuz,ryen_CEFwr,"Unsupervised Disentanglement of Pose, Appearance and Background from Images and Videos",Reject,"The paper proposes an approach for unsupervised learning of keypoint landmarks from images and videos by decomposing them into the foreground and static background. The technical approach builds upon related prior works such as Lorenz et al. 2019 and Jakab et al. 2018 by extending them with foreground/background separation. The proposed method works well for static background achieving strong pose prediction results. The weaknesses of the paper are that (1) the proposed method is a fairly reasonable but incremental extension of existing techniques; (2) it relies on a strong assumption on the property of static backgrounds; (3) video prediction results are of limited significance and scope. In particular, the proposed method may work for simple data like KTH but is very limited for modeling videos as it is not well-suited to handle moving backgrounds, interactions between objects (e.g., robot arm in the foreground and objects in the background), and stochasticity. ",Paper Decision
O_X3TrTzQu,BJx3_0VKPB,On the Unintended Social Bias of Training Language Generation Models with News Articles,Reject,"The reviewers had a hard time fully identifying the intended contribution behind this paper, and raised concerns that suggest that the experimental results are not sufficient to justify any substantial contribution with the level of certainty that would warrant publication at a top venue. The authors have not responded, and the concerns are serious, so I have no choice but to reject this paper despite its potentially valuable topic.",Paper Decision
R92XOH8Hyl,rJeidA4KvS,Role-Wise Data Augmentation for Knowledge Distillation,Reject,"This paper studies Population-Based Augmentation in the context of knowledge distillation (KD) and proposes a role-wise data augmentation schemes for improved KD. While the reviewers believe that there is some merit in the proposed approach, its incremental nature and inherent complexity require a cleaner exposition and a stronger empirical evaluation on additional data sets. I will hence recommend the rejection of this manuscript in the current state. Nevertheless, applying PBA to KD seems to be an interesting direction and we encourage the authors to add the missing experiments and to carefully incorporate the reviewer feedback to improve the manuscript.",Paper Decision
2t1eQ2FDk,rJe5_CNtPB,Attention Forcing for Sequence-to-sequence Model Training,Reject,"The paper proposed an attention-forcing algorithm that guides the sequence-to-sequence model training to make it more stable. But as pointed out by the reviewers, the proposed method requires alignment which is normally unavailable. The solution to address that is using another teacher-forcing model, which can be expensive. 

The major concern about this paper is the experimental justification is not sufficient:
* lack of evaluations of the proposed method on different tasks;
* lack of experiments on understanding how it interact with existing techniques such as scheduled sampling etc;
* lack of comparisons to related existing supervised attention mechanisms. 
",Paper Decision
UlmecEFG1I,rJg9OANFwS,Topic Models with Survival Supervision: Archetypal Analysis and Neural Approaches,Reject,"The paper proposes two approaches to topic modeling supervised by survival analysis. The reviewers find some problems in novelty,  algorithm and experiments, which is not ready for publish.",Paper Decision
ML25Cf24I,S1xtORNFwH,FSNet: Compression of Deep Convolutional Neural Networks by Filter Summary,Accept (Poster),"The paper proposes to compress convolutional neural networks via weight sharing across filters of each convolution layer. A fast convolution algorithm is also designed for the convolution layer with this approach. Experimental results show (i) effectiveness in CNN compression, (ii) acceleration on the tasks of image classification, object detection and neural architecture search. While the authors addressed most of reviewers' concerns, the weakness of the paper which remains is that no wall-clock runtime numbers (only FLOPS) are reported - so efficiency of the approach in practice in uncertain.
",Paper Decision
KugaNxpndx,r1lF_CEYwS,On the Need for Topology-Aware Generative Models for Manifold-Based Defenses,Accept (Poster),"This paper studies the role of topology in designing adversarial defenses. Specifically , the authors study defense strategies that rely on the assumption that data lies on a low-dimensional manifold, and show theoretical and empirical evidence that such defenses need to build a topological understanding of the data.

Reviewers were initially positive, but had some concerns pertaining to clarity and limited experimental setup. After a productive rebuttal phase, now reviewers are mostly in favor of acceptance, thanks to the improved readibility and clarity. Despite the small-scale experimental validation, ultimately both reviewers and AC conclude this paper is worthy of publication.  ",Paper Decision
aJtXl1ZqJZ,SkgKO0EtvS,Neural Execution of Graph Algorithms,Accept (Poster),It seems to be an interesting contribution to the area. I suggest acceptance.,Paper Decision
poAy7d1u9A,Sked_0EYwB,Objective Mismatch in Model-based Reinforcement Learning,Reject,"As the reviewers point out, this paper has potentially interesting ideas but it is in too preliminary state for publication at ICLR.  ",Paper Decision
Reubjvlnja,S1e__ANKvB,Molecular Graph Enhanced Transformer for Retrosynthesis Prediction,Reject,"Several approaches can be used to feed structured data to a neural network, such as convolutions or recurrent network. This paper proposes to combine both roads, by presenting molecular structures to the network using both their graph structured and a serialized representation (SMILES), that are processed by a framework combining the strenth of Graph Neural Network and the sequential transformer architecture.

The technical quality of the paper seems good, with R1 commenting on the performance relative to SOTA seq2seq based methods and R3 commenting on the benefits of using more plausible constraints. The problem of using data with complex structure is highly relevant for ICLR.

However, the novelty was deemed on the low side. As a very competitive conference, this is one of the key aspects necessary for successful ICLR papers. All reviewers agree that the novelty is too low for the current (high) bar of ICLR. ",Paper Decision
B5KfLgT1_z,HkePOCNtPH,Non-Sequential Melody Generation,Reject,"All the reviewers pointed out issues with the experiments, which the rebuttal did not address. The paper seems interesting, and the authors are encouraged to improve it.",Paper Decision
1hPAy5wXO,SJlPOCEKvH,Compressing BERT: Studying the Effects of Weight Pruning on Transfer Learning,Reject,"This work explores weight pruning for BERT in three broad regimes of transfer learning: low, medium and high.

Overall, the paper is well written and explained and the goal of efficient training and inference is meaningful. Reviewers have major concerns about this work is its technical innovation and value to the community: a reuse of pruning to BERT is not new in technical perspective, the marginal improvement in pruning ratio compared to other compression method for BERT, and the introduced sparsity that hinders efficient computation for modern hardware such as GPU. The rebuttal failed to answer a majority of these important concerns.

Hence I recommend rejection.",Paper Decision
ZOL-q3c446,S1xLuRVFvr,Visual Explanation for Deep Metric Learning,Reject,"This submission proposes a method for providing visual explanations for why two images match by highlighting image regions that most contribute to similarity.

Reviewers agreed that the problem is interesting but were divided on the degree of novelty of the proposed approach.

AC shares R1’s concern that localization accuracy is not satisfactory as a quantitative measure of the quality of the explanations. In particular, it pre-supposes what the explanations ought to be, i.e. that a good explanation means good localization. A small user-study would be more convincing. A more convincing evaluation would also include a study of explanation of image pairs with different degrees of similarity (e.g. images that are dissimilar as well as images with the same object).

AC also shares R2’s concern about the validity of the model diagnosis application. This discussion also relies on the assumption that better localization of the whole object means a better explanation. Further, the highlighted regions in Figure 5 are very similar. Once again, a user study would help to indicate whether these results really do improve explainability.

Reviewers also had concerns about missing details and, while the authors did improve this, key details are still missing. For example, the localization method that was used was only referenced but should be described in the paper itself.

Given that several concerns remain, AC recommends rejection.
",Paper Decision
jtIkO1-IN,SygLu0VtPH,Deep Innovation Protection,Reject,"This paper is a very borderline case. Mixed reviews. R2 score originally 4, moved to 5 (rounded up to WA 6), but still borderline. R1 was 6 (WA) and R3 was 3 (WR).  R2 expert on this topic, R1 and R3 less so. AC has carefully read the reviews/rebuttal/comments and looked closely at the paper. AC feels that R2's review is spot on and that the contribution does not quite reach ICLR acceptance level, despite it being interesting work. So the AC feels the paper cannot be accepted at this time. But the work is definitely interesting -- the authors should improve their paper using R2's comments and resubmit.  ",Paper Decision
5E4GKcNZ5x,HkeSdCEtDS,Alternating Recurrent Dialog Model with Large-Scale Pre-Trained Language Models,Reject,"This paper proposes an alternating dialog model based on transformers and GPT-2, that model each conversation side separately and aim to eliminate human supervision. Results on two dialog corpora are either better than or comparable to state-of-the-art. Two of the reviewers raise concerns about the novel contributions of the paper, and did not change their scores after authors' rebuttal. Furthermore, one reviewer raises concerns about the lack of detailed experiments aiming to explain where the improvements come from. Hence,  I suggest rejecting the paper.",Paper Decision
hvXizPVN_c,SkeHuCVFDr,BERTScore: Evaluating Text Generation with BERT,Accept (Poster),"Thanks for an interesting discussion. The authors present a supposedly task-independent evaluation metric for generation tasks with references that relies on BERT or similar pretrained language models and a BERT-internal alignment. Reviewers are moderately positive. I encourage the authors to think about a) whether their approach scales to language pairs where wordpieces are less comparable; b) whether second order similarly, e.g., using RSA, would be better than alignment-based similarity; c) whether this metric works in the extremes, e.g., can it distinguish between bad output and super-bad output (where in both cases alignment may be impossible), and can it distinguish between good output and super-good output (where BERT scores may be too biased by BERT's training objective). ",Paper Decision
VQSBEcGWti,HkxSOAEFDB,Octave Graph Convolutional Network,Reject,"Two reviewers are negative on this paper while the other one is slightly positive. Overall, the paper does not make the bar of ICLR and thus a reject is recommended.",Paper Decision
Ia9scpfvjn,rJlVdREKDS,Learning from Imperfect Annotations: An End-to-End Approach,Reject,"The paper introduces a novel way of jointly modeling annotator competencies and learning from imperfect annotations. Reviewers were moderately positive. One reviewer mentioned Carpenter (2002) and subsequent work. One prominent example of this line of work, which the authors do not cite, is: https://www.isi.edu/publications/licensed-sw/mace/ - from 2013. I encourage the authors to cite this paper. In the discussion, the authors point out this type of work is not *end-to-end* in their sense. However, there's, to the best of my knowledge, a relatively big body of literature on end-to-end approaches that the authors completely ignore, e.g., [0-3]. In the absence of a discussion of this work, it is hard to accept the paper. 

[0] https://link.springer.com/article/10.1007/s10994-013-5411-2
[1] https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7405343
[2] http://www.cs.utexas.edu/~atn/nguyen-acl17.pdf
[3] https://arxiv.org/pdf/1803.04223.pdf",Paper Decision
PN7vqUphQ6,SklE_CNFPr,Zeroth Order Optimization by a Mixture of Evolution Strategies,Reject,"The paper proposes an adaptive sampling mechanism for zeroth order optimization that samples perturbed points from a mixture distribution with asymptotic convergence guarantees. The reviewers raised issues regarding the clarity of presentation, potential problems with the proofs, and simplicity of the experimental setup. The authors did not provide a response. Overall, the reviewers agree that the quality of the paper is not sufficient for publishing, and therefore I recommend rejection.",Paper Decision
KyWUSdnj2,ryxQuANKPB,Augmenting Non-Collaborative Dialog Systems with Explicit Semantic and Strategic Dialog History,Accept (Poster),"This work proposes use of two pre-trained FST models to explicitly incorporate semantic and strategic/tactic information from dialog history into non-collaborative (negotiation) dialog systems. Experiments on two datasets from prior work show the advantage of this model in automated and human evaluation. While all reviewers found the work interesting, they made many suggestions regarding the presentation. Author'(s) rebuttal included explanations and changes to the presentation. Hence, I suggest acceptance as a poster presentation.",Paper Decision
endRhWx8EK,S1eQuCVFvB,Machine Truth Serum,Reject,"This paper proposes a family of new methods, based on Bayesian Truth Serum, that are meant to build better ensembles 
from a fixed set of constituent models.

Reviewers found the problem and the general research direction interesting, but none of the three of them were convinced that the proposed methods are effective in the ways that the paper claims, even after some discussion. It seems as though this paper is dealing with a problem that doesn't generally lend itself to large improvements in results, but reviewers weren't satisfied that the small observed improvements were real, and urged the authors to explore additional settings and baselines, and to offer a full significance test.",Paper Decision
-LmwgMEna,BJxG_0EtDS,"Prediction, Consistency, Curvature: Representation Learning for Locally-Linear Control",Accept (Poster),"This paper studies optimal control with low-dimensional representation.  The paper presents interesting progress, although I urge the authors to address all issues raised by reviewers in their revisions.",Paper Decision
jCX0jNGOUv,r1lGO0EKDH,GraphZoom: A Multi-level Spectral Approach for Accurate and Scalable Graph Embedding,Accept (Talk),"The authors present an approach for learning graph embeddings by first fusing the graph to generate a new graph with encodes structural information as well as node attribution information. They then iteratively merge nodes based spectral similarities to  obtain coarser graphs. They then use existing methods to learn embeddings from this coarse graph and progressively refine the embeddings to finer graphs. They demonstrate the performance of their method on standard graph datasets. 

This paper has received positive reviews from all reviewers. The authors did a good job of addressing the reviewers' concerns and managed to convince the reviewers about their contributions. I request the authors to take the reviewers suggestions into consideration while preparing the final draft of the paper and recommend that the paper be accepted.",Paper Decision
O57CvsvLEQ,rJlf_RVKwr,Sensible adversarial learning,Reject,"Thanks for your detailed feedback to the reviewers, which clarified us a lot in many respects.
However, there is still room for improvement; for example, convergence to a good solution needs to be further investigated.
Given the  high competition at ICLR2020, this paper is unfortunately below the bar.
We hope that the reviewers' comments are useful for improving the paper for potential future publication.",Paper Decision
EGdrL5lcgr,BJe-_CNKPH,Attention Interpretability Across NLP Tasks,Reject,"This paper investigates the degree to which we might view attention weights as explanatory across NLP tasks and architectures. Notably, the authors distinguish between single and ""pair"" sequence tasks, the latter including NLI, and generation tasks (e.g., translation). The argument here is that attention weights do not provide explanatory power for single sequence tasks like classification, but do for NLI and generation. Another notable distinction from most (although not all; see the references below) prior work on the explainability of attention mechanisms in NLP is the inclusion of transformer/self-attentive architectures. 

Unfortunately, the paper needs work in presentation (in particular, in Section 3) before it is ready to be published.",Paper Decision
sb5iZ94_dc,BJlxdCVKDB,MoET: Interpretable and Verifiable Reinforcement Learning via Mixture of Expert Trees,Reject,"This paper aims at making a deep RL policy interpretable and verifiable by distilling the policy represented by a deep neural network into an ensemble of decision trees. This should be done without hurting the performance of the policy. The authors achieve this by extending the existing Viper algorithm. The resulting approach can imitate the deep policy better compared with Viper while preserving verifiability. Experiments show that the proposed method improves in terms of cumulative reward and error rate over Viper in four benchmark tasks.

The amount of improvement over the original Viper is not convincing given the presented results. Moreover, reviewers uniformly agree that the contribution of this work is incremental. I therefore recommend to reject this paper.",Paper Decision
3ijXNyY7GH,rygxdA4YPS,AdaScale SGD: A Scale-Invariant Algorithm for Distributed Training,Reject,"Main summary: Novel rule for scaling learning rate, known as gain ration, for which the effective batch size is increased.

Discussion: 
reviewer 2: main concern is reviewer can't tell if it's better of worse than linear learning rate scaling from their experiment section.
reviewer 3: novlty/contribution is a bit too low for ICLR.
reviewer 1: algorthmic clarity lacking.
Recommendation: all 3 reviewers recommend reject, I agree.",Paper Decision
3fvRdDU6i,SkgJOAEtvr,INTERNAL-CONSISTENCY CONSTRAINTS FOR EMERGENT COMMUNICATION,Reject,"This work examines how internal consistency objectives can help emergent communication, namely through possibly improving ability to refer to unseen referents and to generalize across communicative roles. Experimental results support the second hypothesis but not the first.
Reviewers agree that this is an exciting object of study, but had reservations about the rationale for the first hypothesis (which was ultimately disproven), and for how the second hypothesis was investigated (lack of ablations to tease apart which part was most responsible for improvement, unsatisfactory framing). These concerns were not fully addressed by the response.
While the paper is very promising and the direction quite interesting, this cannot in its current form be recommended for acceptance. We encourage authors to carefully examine reviewers' suggestions to improve their work for submission to another venue.",Paper Decision
wWg-QUvUW_,Bylkd0EFwr,Bio-Inspired Hashing for Unsupervised Similarity Search,Reject,"This paper introduces a biologically inspired locally sensitive hashing method, a variant of FlyHash. While the paper contains interesting ideas and its presentation has been substantially improved from its original form during the discussion period, the paper still does not meet the quality bar of ICLR due to its limitations in terms of experiments and applicability to real-world scenarios.",Paper Decision
LzwcVP0Qg,SJlRDCVtwr,Simplicial Complex Networks,Reject,"The aper introduces simplicial complex networks, a new class of
neural networks based on the idea of the subdivision of a simplicial
complex. The paper is interesting and brings ideas of algebraic topology to inform the design of new neural network architectures. 

Reviewer 1 was positive about the ideas of this paper, but had several concerns about clarity, scalablity and the sense that the paper might still be in an early phase. Reviewer 2 had similar concerns about clarity, comparisons, and usefulness. Although there were no responses form the author, the discussion explored the paper further, but continued to think the idea is still in its early phase.

The paper is not currently ready for acceptance, and we hope the authors will find useful feedback for their ongoing reasearch. ",Paper Decision
KjPnxd3BFj,Byx0PREtDH,BEYOND SUPERVISED LEARNING: RECOGNIZING UNSEEN ATTRIBUTE-OBJECT PAIRS WITH VISION-LANGUAGE FUSION AND ATTRACTOR NETWORKS,Reject,"The paper focuses on attribute-object pairs image recognition, leveraging some novel ""attractor network"".

At this stage, all reviewers agree the paper needs a lot of improvements in the writing. There are also concerns regarding (i) novelty: the proposed approach being two encoder-decoder networks; (ii) lack of motivation for such architecture (iii) possible flow in the approach (are the authors using test labels?) and (iv) weak experiments.",Paper Decision
nwXozTCfmP,SJx0PAEFDS,Underwhelming Generalization Improvements From Controlling Feature Attribution,Reject,"This paper studies the effect of training image classifier with masked images to exclude distraction regions in the image and avoid formation of spurious correlation between them and predicted labels. The paper proposes actdiff regularizer and demonstrates that it prevents such overfitting phenomenon on synthetic data.  However, there was no success on real data. This is important as it shows that the improvement reported in some saliency-map based approaches in the literature may be due to other regularization effects such as cutout.

This was a unique submission in my batch, as it embraces its negative results. Among our internal discussions, all reviewers that and we all believe that negative results are important and should be encouraged. However, in order for the negative results to be sufficiently insightful for the entire community, they need to be examined under well-organized experiments. This is the aspect that the reviewers think the paper needs to improve on.  In particular, R2 believes the paper could consider a larger set of possible regularizations as well as a broader range of  applications. The insights in such setting may then lead to solid insights on why the current approaches are not very helpful, and in which direction the follow-up researches should focus on.",Paper Decision
rVnf6FnjN7,B1x6w0EtwH,Graph Constrained Reinforcement Learning for Natural Language Action Spaces,Accept (Poster),"This paper applies reinforcement learning to text adventure games by using knowledge graphs to constrain the action space. This is an exciting problem with relatively little work performed on it. Reviews agree that this is an interesting paper, well written, with good results. There are some concerns about novelty but general agreement that the paper should be accepted. I therefore recommend acceptance.",Paper Decision
nkEhVPRTig,BkgTwRNtPB,Solving Packing Problems by Conditional Query Learning,Reject,"This paper proposes an end-to-end deep reinforcement learning-based algorithm for the 2D and 3D bin packing problems. Its main contribution is conditional query learning (CQL) which allows effective decision over mutually conditioned action spaces through policy expressed as a sequence of conditional distributions. Efficient neural architectures for modeling of such a policy is proposed. Experiments validate the effectiveness of the algorithm through comparisons with genetic algorithm and vanilla RL baselines.

The presentation is clear and the results are interesting, but the novelty seems insufficient for ICLR. The proposed model is based on transformer with the following changes:
* encoder: position embedding is removed, state embedding is added to the multi-head attention layer and feed forward layer of the original transformer encoder;
* decoder: three decoders one for the three steps, namely selection, rotation and location.
* training: actor-critic algorithm",Paper Decision
AXbd8GGfOp,S1x2PCNKDB,Task-Relevant Adversarial Imitation Learning,Reject,"This paper attempts to improve adversarial imitation learning (GAIL) by encouraging the discriminator to focus on task-dependent features.

An advantage of this paper is that it not only improves upon GAIL, but it is doing so after first demonstrating and analyzing an existing issue. 

On the other hand, the presentation of the paper and breadth of experiments could be significantly improved further than the updated version. It would also be necessary to clarify whether the baseline is vanilla PG or D4PG.

A major point for discussion was the selection of the invariance set. The ablation studies and explanation provided during the rebuttal period towards this point are helpful, but somehow we still do not have the full picture to understand well how this method compares to existing literature.
",Paper Decision
7Qys7zNwP,ryghPCVYvH,Generative Restricted Kernel Machines,Reject,"The paper proposes a way to use kernel method for multi-view generation. The points are mapped into a common subspace (with CNN feature extractor and kernel on top), and then a generation procedure from a latent point is given. 
I found the paper not easy to ready and follow; the idea of using CNN + kernel methods have been around for some years (for example, see ""Impostor networks"" by Lebedev et. al), and explicit feature map shows that kernel is just an additional layer to the network. Overall, the approach is straightforward, the generation can be quite slow and the benefits are not clear. The reviewers are mildly negative, so I think this time this paper can not be accepted.",Paper Decision
OovmtzsYN3,r1eowANFvr,Towards Fast Adaptation of Neural Architectures with Meta Learning,Accept (Poster),"This paper introduces T-NAS, a neural architecture search (NAS) method that can quickly adapt architectures to new datasets based on gradient-based meta-learning. It is a combination of the NAS method DARTS and the meta-learning method MAML.

All reviewers had some questions and minor criticisms that the authors replied to, and in the private discussion of reviewers and AC all reviewers were happy with the authors' answers. There was unanimous agreement that this is a solid poster. 

Therefore, I recommend acceptance as a poster.",Paper Decision
dd6R98Oh1,BJl9PRVKDS,A Functional Characterization of Randomly Initialized Gradient Descent in Deep ReLU Networks,Reject,"This article sets out to study the advantages of depth and overparametrization in neural networks from the perspective of function space, with results on univariate shallow fully connected ReLU networks and some experiments on deep networks. 
The article presents results on the concentration /dispersion of the slope / break point distribution of the functions represented by shallow univariate ReLU networks for parameters from various distributions. The reviewers found that the article contains interesting analysis, but that the presentation could be improved. The revision clarified some aspects and included some experiments illustrating breakpoint distributions in relation to the curvature of some target functions. However, the reviewers did not find this convincing enough, pointing out that the analysis focuses on a very restrictive setting and that that presentation of the article still could be improved. The discussion of implicit regularisation in section 2.4 seems promising, but it would benefit from a clearer motivation, background, and discussion. ",Paper Decision
pOn44eTmxU,H1x5wRVtvS,Variational Hetero-Encoder Randomized GANs for Joint Image-Text Modeling,Accept (Poster),"This paper proposes a bidirectional joint image-text model using a variational hetero-encoder (VHE) randomized generative adversarial network (GAN). The proposed VHE-GAN model encodes an image to decode its associated text. Three reviewers have split reviews. Reviewer #3 is overall positive about this work. Reviewer #1 rated weak acceptance, while request more comparison with latest works. Reviewer  #2 rated weak reject raised concerns on the motivation of the approach, the lack of ablation and lack of comparison with the latest work. During the rebuttal, the authors provide additional comparison and ablation, which seem to address the major concerns. Given the overall positive feedback and the quality of rebuttal, the AC recommends acceptance.",Paper Decision
V-A8y1vmbi,HJgcw0Etwr,Toward Understanding Generalization of Over-parameterized Deep ReLU network trained with SGD in Student-teacher Setting,Reject,"The article studies a student-teacher setting with over-realised student ReLU networks, with results on the types of solutions and dynamics. The reviewers found the line of work interesting, but they also raised concerns about the novelty of the presented results, the description of previous works, settings and claims, and experiments. The revision clarified some of the definitions, the nature of the observations, experiments, and related works, including a change of the title. However, the reviewers still were not convinced, in particular with the interpretation of the results, and keep their original ratings. With many points that were raised in the original reviews, the article would benefit from a more thorough revision. ",Paper Decision
SIspqR_iKR,S1gFvANKDS,Asymptotics of Wide Networks from Feynman Diagrams,Accept (Spotlight),"This submission presents bounds on the training dynamics (including gradient evolution) for deep linear (and in some cases nonlinear) networks as a function of the width of the layers or number of convolutional layers. The work also presents experimental results that provide evidence that the bounds are tight.

Strengths:
The work provides interesting insights into these training dynamics, particularly for the wide-but-not-infinite setting, which is less studied.
The work also adapts cluster graphs and Feynman diagrams to derive these bounds, which could be useful tools for researchers in this field.

Weaknesses:
The validity and applicability of some of the results for nonlinear networks was not entirely clear at first but has been clarified in the revision.

The reviewer consensus was to accept this submission.
",Paper Decision
